uuid,glyphs,classes,place-name,county-iv,county,hundred-iv,hundred,coordinates-iv,coordinates,WKT
IV1680-017-34,①,settlement-gentlemen-1,Aughton,"York W.R.","Yorkshire West Riding",Strafford,Strafforth,"53 26 1 07W","53.43 -1.11","POINT(-1.11 53.43)"
IV1680-017-35,①,settlement-gentlemen-1,Avington,Berks,Berkshire,Kentbury,"Kintbury Eagle","51 27 1 24W","51.45 -1.4","POINT(-1.4 51.45)"
IV1680-017-36,①,settlement-gentlemen-1,Avington,Southampton,Hampshire,Fawley,Fawley,"51 08 1 11W","51.13 -1.18","POINT(-1.18 51.13)"
IV1680-017-37,⛪,parish,Aukborough,Lincoln,Lincolnshire,Manlake,Manley,"53 46 0 28W","53.76 -0.46","POINT(-0.46 53.76)"
IV1680-017-38,,,Aukeswick,"York W.R.","Yorkshire West Riding",Staincroß,Staincross,"54 11 1 47W","54.18 -1.78","POINT(-1.78 54.18)"
IV1680-017-39,③⛨=,settlement-gentlemen-3+|direction,"AUKLAND Bishops",Durham,Durham,DarlingtonW.,"Darlington Ward","54 42 1 18W","54.7 -1.3","POINT(-1.3 54.7)"
IV1680-017-40,♗,seat-bishop,"Aukland Castle",Durham,Durham,DarlingtonW.,"Darlington Ward","54 42 1 18W","54.7 -1.3","POINT(-1.3 54.7)"
IV1680-017-41,,,"Aukland St. Andrews",Durham,Durham,DarlingtonW.,"Darlington Ward","54 41 1 18W","54.68 -1.3","POINT(-1.3 54.68)"
IV1680-017-42,②,settlement-gentlemen-2,"Aukland St. Hellen",Durham,Durham,DarlingtonW.,"Darlington Ward","54 41 1 17W","54.68 -1.28","POINT(-1.28 54.68)"
IV1680-017-43,✋°③,settlement-baronet|settlement-gentlemen-3,"Aukland West",Durham,Durham,DarlingtonW.,"Darlington Ward","54 41 1 20W","54.68 -1.33","POINT(-1.33 54.68)"
IV1680-017-44,,,Aukley,Lincoln,Lincolnshire,Manlake,Manley,"53 33 0 50W","53.55 -0.83","POINT(-0.83 53.55)"
IV1680-017-45,,,Aulcaston,Salop,Shropshire,Munslow,Munslow,"52 30 2 46W","52.5 -2.76","POINT(-2.76 52.5)"
IV1680-017-46,②=,settlement-gentlemen-2|direction|market,AULCESTER,Warwick,Warwickshire,Barlich-way,Barlichway,"52 16 1 41W","52.26 -1.68","POINT(-1.68 52.26)"
IV1680-017-47,,,Auldon,Salop,Shropshire,Munslow,Munslow,"52 26 2 49W","52.43 -2.81","POINT(-2.81 52.43)"
IV1680-017-48,②,settlement-gentlemen-2,Auler,Somerset,Somerset,Somerton,Somerton,"51 14 2 58W","51.23 -2.96","POINT(-2.96 51.23)"
IV1680-017-49,①,settlement-gentlemen-1,Aulescomb,Devon,Devon,Hemiock,Hemyock,"50 52 3 20W","50.86 -3.33","POINT(-3.33 50.86)"
IV1680-017-50,,,Aulston,Stafford,Staffordshire,Cudleston,Cuttlestone,"52 50 2 07W","52.83 -2.11","POINT(-2.11 52.83)"
IV1680-017-51,⸸°,settlement-knight,Auston,Warwick,Warwickshire,Barlich-way,Barlichway,"52 16 1 28W","52.26 -1.46","POINT(-1.46 52.26)"
IV1680-017-52,,,Aulston,Worcester,Worcestershire,Oswalderstow,Oswaldslow,"52 00 1 54W","52 -1.9","POINT(-1.9 52)"
IV1680-017-53,①,settlement-gentlemen-1,Aulsworth,Glocester,Gloucestershire,Britlesbarrow,"Brightwells Barrow","51 48 1 42W","51.8 -1.7","POINT(-1.7 51.8)"
IV1680-017-54,①,settlement-gentlemen-1,Aumer,Norfolk,Norfolk,Frebridg,Freebridge,"52 54 0 42E","52.9 0.7","POINT(0.7 52.9)"
IV1680-017-55,,,Aunsbury,Glocester,Gloucestershire,Henbury,Henbury,"51 34 2 40W","51.56 -2.66","POINT(-2.66 51.56)"
IV1680-017-56,⛪,parish,Aunsby,Lincoln,Lincolnshire,Aswardburn,Aswardhurn,"53 00 0 20W","53 -0.33","POINT(-0.33 53)"
IV1680-017-57,①,settlement-gentlemen-1,Aunsley,Nottingham,Nottinghamshire,Broxtow,Broxtow,"53 07 1 05W","53.11 -1.08","POINT(-1.08 53.11)"
IV1680-017-58,①,settlement-gentlemen-1,Aunsley,Stafford,Staffordshire,Oflow,"Lewes Rape","52 55 1 37W","52.91 -1.61","POINT(-1.61 52.91)"
IV1680-017-59,[V],seat-viscount,"Aunsley Woodhouse",Nottingham,Nottinghamshire,Broxtow,Broxtow,"53 07 1 05W","53.11 -1.08","POINT(-1.08 53.11)"
IV1680-017-60,,,Aunslop,Buckingham,Buckinghamshire,Neport,Newport,"52 10 2 47W","52.16 -2.78","POINT(-2.78 52.16)"
IV1680-018-01,✋°①,settlement-baronet|settlement-gentlemen-1,Avon,Southampton,Hampshire,"Christ Church",Christchurch,"50 49 1 49W","50.81 -1.81","POINT(-1.81 50.81)"
IV1680-018-02,,,Avon,Wilts,Wiltshire,Dauworth,Dunworth,"51 30 2 03W","51.5 -2.05","POINT(-2.05 51.5)"
IV1680-018-03,③,settlement-gentlemen-3,Ausley,Warwick,Warwickshire,Hemlingford,Hemlingford,"52 37 1 31W","52.61 -1.51","POINT(-1.51 52.61)"
IV1680-018-04,①,settlement-gentlemen-1,Ausrick,Worcester,Worcestershire,Worcester,"City Of Worcester","52 10 2 15W","52.16 -2.25","POINT(-2.25 52.16)"
IV1680-018-05,①,settlement-gentlemen-1,Aust,Glocester,Gloucestershire,Henbury,Henbury,"51 38 2 39W","51.63 -2.65","POINT(-2.65 51.63)"
IV1680-018-06,③⛨(2)=,settlement-gentlemen-3+|parliament-2|direction|market,"S. AUSTEL",Cornwal,Cornwall,Powder,Powder,"50 30 5 01W","50.5 -5.01","POINT(-5.01 50.5)"
IV1680-018-07,①,settlement-gentlemen-1,Austerfield,"York W.R.","Yorkshire West Riding",Strafford,Strafforth,"53 35 0 51W","53.58 -0.85","POINT(-0.85 53.58)"
IV1680-018-08,,,Austerley,"York W.R.","Yorkshire West Riding",Strafford,Strafforth,"53 30 0 51W","53.5 -0.85","POINT(-0.85 53.5)"
IV1680-018-09,,,Austerston,Chester,Cheshire,Namptwich,Nantwich,"53 07 2 18W","53.11 -2.3","POINT(-2.3 53.11)"
IV1680-018-10,,,"Aust Ferry",Glocester,Gloucestershire,Henbury,Henbury,"51 38 2 40W","51.63 -2.66","POINT(-2.66 51.63)"
IV1680-018-11,,,Austhorp,Lincoln,Lincolnshire,Aswardburn,Aswardhurn,"53 04 0 12W","53.06 -0.2","POINT(-0.2 53.06)"
IV1680-018-12,①,settlement-gentlemen-1,Austhorp,Lincoln,Lincolnshire,Loutheask,Louth-eske,"53 22 0 07E","53.36 0.11","POINT(0.11 53.36)"
IV1680-018-13,,,Austhorp,Rutland,Rutland,Alstow,Alstoe,"52 44 0 37W","52.73 -0.61","POINT(-0.61 52.73)"
IV1680-018-14,②,settlement-gentlemen-2,Austhorp,"York W.R.","Yorkshire West Riding",Skirack,Skyrack,"53 51 1 09W","53.85 -1.15","POINT(-1.15 53.85)"
IV1680-018-15,✋°,settlement-baronet,Auston,"York W.R.","Yorkshire West Riding",Osgodcroß,Osgoldcross,"53 39 0 56W","53.65 -0.93","POINT(-0.93 53.65)"
IV1680-018-16,②,settlement-gentlemen-2,"Auston Kirk","York W.R.","Yorkshire West Riding",Strafford,Strafforth,"53 24 1 03W","53.4 -1.05","POINT(-1.05 53.4)"
IV1680-018-17,⸸°①,settlement-knight|settlement-gentlemen-1,"Auston Field",Stafford,Staffordshire,Totmonslow,Totmonslow,"53 10 1 41W","53.16 -1.68","POINT(-1.68 53.16)"
IV1680-018-18,②,settlement-gentlemen-2,Austrey,Warwick,Warwickshire,Hemlingford,Hemlingford,"52 43 1 31W","52.71 -1.51","POINT(-1.51 52.71)"
IV1680-018-19,②,settlement-gentlemen-2,Austwick,"York W.R.","Yorkshire West Riding",Stancliff,Staincliffe,"54 11 2 04W","54.18 -2.06","POINT(-2.06 54.18)"
IV1680-018-20,①,settlement-gentlemen-1,Awcliff,Lancaster,Lancashire,Loynsdale,"Lonsdale Ward","54 09 2 34W","54.15 -2.56","POINT(-2.56 54.15)"
IV1680-018-21,⛪,parish,Awfold,Surry,Surrey,Blackheath,Blackheath,"51 08 0 26W","51.13 -0.43","POINT(-0.43 51.13)"
IV1680-018-22,①,settlement-gentlemen-1,Awlby,"York E.R.","Yorkshire East Riding",Harthill,Harthill,"53 49 0 15W","53.81 -0.25","POINT(-0.25 53.81)"
IV1680-018-23,①,settlement-gentlemen-1,Awre,Glocester,Gloucestershire,Blideslow,Bledisloe,"51 47 2 21W","51.78 -2.35","POINT(-2.35 51.78)"
IV1680-018-24,⛪,parish,Awthorp,Lincoln,Lincolnshire,Manlake,Manley,"53 38 0 33W","53.63 -0.55","POINT(-0.55 53.63)"
IV1680-018-25,②=,settlement-gentlemen-2|direction|market,AXBRIDG,Somerset,Somerset,Winterstoke,Winterstoke,"51 19 2 54W","51.31 -2.9","POINT(-2.9 51.31)"
IV1680-018-26,✋°①,settlement-baronet|settlement-gentlemen-1,Axford,Wilts,Wiltshire,Ramsbury,Ramsbury,"51 28 1 36W","51.46 -1.6","POINT(-1.6 51.46)"
IV1680-018-27,②=,settlement-gentlemen-2|direction|market,AXMISTER,Devon,Devon,Axmister,Axminster,"50 52 3 06W","50.86 -3.1","POINT(-3.1 50.86)"
IV1680-018-28,⛪,parish,Axmister,Devon,Devon,Axmister,Axminster,"50 52 3 06W","50.86 -3.1","POINT(-3.1 50.86)"
IV1680-018-29,③,settlement-gentlemen-3,Axmouth,Devon,Devon,Axmister,Axminster,"50 47 3 09W","50.78 -3.15","POINT(-3.15 50.78)"
IV1680-018-30,✋,seat-baronet,Axwell,Durham,Durham,"Chester Ward","Chester Ward","54 49 1 15W","54.81 -1.25","POINT(-1.25 54.81)"
IV1680-018-31,ʘ,seat-gentleman,"Aydon Castle",Northumberl.,Northumberland,"Tindale Ward","Tindale Ward","55 03 1 32W","55.05 -1.53","POINT(-1.53 55.05)"
IV1680-018-32,ʘ,seat-gentleman,Ayford,Glocester,Gloucestershire,Slaughter,Slaughter,"51 50 1 38W","51.83 -1.63","POINT(-1.63 51.83)"
IV1680-018-33,①,settlement-gentlemen-1,Aylberton,Glocester,Gloucestershire,Blideslow,Bledisloe,"51 45 2 33W","51.75 -2.55","POINT(-2.55 51.75)"
IV1680-018-34,✋°③⛨⸸,settlement-baronet|settlement-gentlemen-3+|seat-knight,Aylesford,Kent,Kent,"Aylesford L.","Aylesford Lath","51 19 0 28E","51.31 0.46","POINT(0.46 51.31)"
IV1680-018-35,⛪,parish,Aylmerton,Norfolk,Norfolk,"N. Erpingham","North Erpingham","52 55 1 08E","52.91 1.13","POINT(1.13 52.91)"
IV1680-018-36,,,Aylmouth,Northumberl.,Northumberland,BambroughW.,"Bambrough Ward","55 26 1 02W","55.43 -1.03","POINT(-1.03 55.43)"
IV1680-018-37,,,Aylton,Hereford,Herefordshire,Radlow,Radlow,"52 03 2 25W","52.05 -2.41","POINT(-2.41 52.05)"
IV1680-018-38,⛪,parish,Aylton,Huntington,Huntingdonshire,Normancroß,Normancross,"52 21 0 15W","52.35 -0.25","POINT(-0.25 52.35)"
IV1680-018-39,,,Aylverton,Glocester,Gloucestershire,Langley,Langley,"51 38 2 39W","51.63 -2.65","POINT(-2.65 51.63)"
IV1680-018-40,,,"St. Aylvew",Pembrock,Pembrokeshire,Dewisland,Dewisland,"52 00 5 02W","52 -5.03","POINT(-5.03 52)"
IV1680-018-41,ʘ,seat-gentleman,Aylworth,Glocester,Gloucestershire,Bradley,Bradley,"51 47 1 49W","51.78 -1.81","POINT(-1.81 51.78)"
IV1680-018-42,,,Aylworth,Sussex,Sussex,"Chichester R.","Chichester Rape","50 53 0 53W","50.88 -0.88","POINT(-0.88 50.88)"
IV1680-018-43,②,settlement-gentlemen-2,Aymestree,Hereford,Herefordshire,Wigmore,Wigmore,"52 18 2 50W","52.3 -2.83","POINT(-2.83 52.3)"
IV1680-018-44,ʘ,seat-gentleman,"Ayno Hall",Northampton,Northamptonshire,Sutton,Sutton,"52 03 1 12W","52.05 -1.2","POINT(-1.2 52.05)"
IV1680-018-45,③,settlement-gentlemen-3,"Ayno on the Hill",Northampton,Northamptonshire,Sutton,Sutton,"52 03 1 12W","52.05 -1.2","POINT(-1.2 52.05)"
IV1680-018-46,⛪,parish,Ayokling,Essex,Essex,Barstable,Barstable,"51 31 0 30E","51.51 0.5","POINT(0.5 51.51)"
IV1680-018-47,①,settlement-gentlemen-1,"Ayot Green",Hartford,Hertfordshire,Brodewater,Broadwater,"51 52 0 11W","51.86 -0.18","POINT(-0.18 51.86)"
IV1680-018-48,⛪,parish,"Ayot Lawrence",Hartford,Hertfordshire,Brodewater,Broadwater,"51 52 0 14W","51.86 -0.23","POINT(-0.23 51.86)"
IV1680-018-49,⛪,parish,"Ayot St. Peter",Hartford,Hertfordshire,Brodewater,Broadwater,"51 51 0 12W","51.85 -0.2","POINT(-0.2 51.85)"
IV1680-018-50,①,settlement-gentlemen-1,Ayreton,"York W.R.","Yorkshire West Riding",Stancliff,Staincliffe,"54 06 1 52W","54.1 -1.86","POINT(-1.86 54.1)"
IV1680-018-51,⛪,parish,Ayston,Rutland,Rutland,Martinsley,Martinsley,"52 39 0 39W","52.65 -0.65","POINT(-0.65 52.65)"
IV1680-018-52,,,"Ayten Field",Lancaster,Lancashire,Salford,Salford,"53 45 2 08W","53.75 -2.13","POINT(-2.13 53.75)"
IV1680-018-53,,,Ayton,Chester,Cheshire,Northwich,Northwich,"53 20 2 23W","53.33 -2.38","POINT(-2.38 53.33)"
IV1680-018-54,①,settlement-gentlemen-1,Ayton,Salop,Shropshire,Purslow,Purslow,"52 30 2 54W","52.5 -2.9","POINT(-2.9 52.5)"
IV1680-018-55,①,settlement-gentlemen-1,"Ayton East","York N.R.","Yorkshire North Riding",Pickering,Pickering,"54 17 0 15W","54.28 -0.25","POINT(-0.25 54.28)"
IV1680-018-56,②,settlement-gentlemen-2,"Ayton Magna","York N.R.","Yorkshire North Riding",Langbargh,Langbaurgh,"54 31 0 49W","54.51 -0.81","POINT(-0.81 54.51)"
IV1680-018-57,①,settlement-gentlemen-1,"Ayton Parva","York N.R.","Yorkshire North Riding",Langbargh,Langbaurgh,"54 31 0 50W","54.51 -0.83","POINT(-0.83 54.51)"
IV1680-018-58,①,settlement-gentlemen-1,"Ayton West","York N.R.","Yorkshire North Riding",Pickering,Pickering,"54 17 0 16W","54.28 -0.26","POINT(-0.26 54.28)"
IV1680-018-59,,,"Azemon Darby","York W.R.","Yorkshire West Riding",Claro,Claro,"54 12 1 20W","54.2 -1.33","POINT(-1.33 54.2)"
IV1680-018-60,②,settlement-gentlemen-2,Agetley,"York W.R.","Yorkshire West Riding",Claro,Claro,"54 07 1 12W","54.11 -1.2","POINT(-1.2 54.11)"
IV1680-019-01,①,settlement-gentlemen-1,"Baalam Stret",Essex,Essex,Becontree,Becontree,"51 33 0 05E","51.55 0.08","POINT(0.08 51.55)"
IV1680-019-02,⛪,parish,Babcary,Somerset,Somerset,Cattesash,Catsash,"51 05 2 40W","51.08 -2.66","POINT(-2.66 51.08)"
IV1680-019-03,①,settlement-gentlemen-1,Baberbridg,Midlesex,Middlesex,Spelthorn,Spelthorne,"51 30 0 19W","51.5 -0.31","POINT(-0.31 51.5)"
IV1680-019-04,②,settlement-gentlemen-2,Baberham,Cambridg,Cambridgeshire,Chilford,Chilford,"52 10 0 10E","52.16 0.16","POINT(0.16 52.16)"
IV1680-019-05,✋,seat-baronet,"Baberham Hall",Cambridg,Cambridgeshire,Chilford,Chilford,"52 10 0 10E","52.16 0.16","POINT(0.16 52.16)"
IV1680-019-06,①,settlement-gentlemen-1,Baberstoke,Wilts,Wiltshire,Cawden,Cawden,"51 09 1 54W","51.15 -1.9","POINT(-1.9 51.15)"
IV1680-019-07,ʘ,seat-gentleman,Babham,Berks,Berkshire,Cookham,Cookham,"51 25 0 31W","51.41 -0.51","POINT(-0.51 51.41)"
IV1680-019-08,⛪,parish,Babington,Somerset,Somerset,Kilmersdon,Kilmersdon,"51 18 2 29W","51.3 -2.48","POINT(-2.48 51.3)"
IV1680-019-09,①,settlement-gentlemen-1,Baburghley,Norfolk,Norfolk,Frebridg,Freebridge,"52 53 0 36E","52.88 0.6","POINT(0.6 52.88)"
IV1680-019-10,⛪,parish,Babworth,Nottingham,Nottinghamshire,Bassetlaw,Bassetlaw,"53 22 0 49W","53.36 -0.81","POINT(-0.81 53.36)"
IV1680-019-11,ʘ,seat-gentleman,Bach,Chester,Cheshire,Broxton,Broxtow,"53 22 2 43W","53.36 -2.71","POINT(-2.71 53.36)"
IV1680-019-12,⛪,parish,Bachesor,Glocester,Gloucestershire,Kistgate,Kiftsgate,"52 00 1 39W","52 -1.65","POINT(-1.65 52)"
IV1680-019-13,,,Bach-Graye,Denbigh,Denbighshire,Rosse,Roose,"53 18 3 04W","53.3 -3.06","POINT(-3.06 53.3)"
IV1680-019-14,,,Bachinbidd,Denbigh,Denbighshire,Ruthin,Ruthin,"53 14 3 14W","53.23 -3.23","POINT(-3.23 53.23)"
IV1680-019-15,①,settlement-gentlemen-1,Bachrood,Radnor,Radnorshire,Pains-Castle,Painscastle,"52 04 3 11W","52.06 -3.18","POINT(-3.18 52.06)"
IV1680-019-16,⛪,parish,Bachrood,Radnor,Radnorshire,Pains-Castle,Painscastle,"52 04 3 11W","52.06 -3.18","POINT(-3.18 52.06)"
IV1680-019-17,ʘ,seat-gentleman,Bach-Y-Saint,Carnarvan,Carnarvonshire,Efyonydd,Evionydd,"53 08 4 06W","53.13 -4.1","POINT(-4.1 53.13)"
IV1680-019-18,①,settlement-gentlemen-1,Backford,Chester,Cheshire,Wirehall,Wirrall,"53 21 2 45W","53.35 -2.75","POINT(-2.75 53.35)"
IV1680-019-19,,,Backinston,Glamorgan,Glamorganshire,Swansey,Swansea,"51 40 4 02W","51.66 -4.03","POINT(-4.03 51.66)"
IV1680-019-20,①,settlement-gentlemen-1,Backton,Hereford,Herefordshire,Webtree,Webtree,"52 00 2 52W","52 -2.86","POINT(-2.86 52)"
IV1680-019-21,⛪,parish,Backton,Norfolk,Norfolk,Tunsted,Tunstead,"52 57 1 24E","52.95 1.4","POINT(1.4 52.95)"
IV1680-019-22,③,settlement-gentlemen-3,Backton,Suffolk,Suffolk,Hartesmere,Hartismere,"52 20 1 02E","52.33 1.03","POINT(1.03 52.33)"
IV1680-019-23,①,settlement-gentlemen-1,Backworth,Northumberl.,Northumberland,"Castle Ward","Castle Ward","55 05 1 02W","55.08 -1.03","POINT(-1.03 55.08)"
IV1680-019-24,①,settlement-gentlemen-1,"Bacon End",Warwick,Warwickshire,Hemlingford,Hemlingford,"52 35 1 42W","52.58 -1.7","POINT(-1.7 52.58)"
IV1680-019-25,①,settlement-gentlemen-1,Baconsthorp,Norfolk,Norfolk,"S. Erpingham","South Erpingham","52 58 1 07E","52.96 1.11","POINT(1.11 52.96)"
IV1680-019-26,①,settlement-gentlemen-1,Baconsthorp,Norfolk,Norfolk,Shropham,Shropham,"52 35 1 04E","52.58 1.06","POINT(1.06 52.58)"
IV1680-019-27,ʘ,seat-gentleman,Bacup,Lancaster,Lancashire,Salford,Salford,"53 48 2 01W","53.8 -2.01","POINT(-2.01 53.8)"
IV1680-019-28,①,settlement-gentlemen-1,"Bacup Bouth",Lancaster,Lancashire,Blackburn,Blackbourn,"53 54 2 03W","53.9 -2.05","POINT(-2.05 53.9)"
IV1680-019-29,①,settlement-gentlemen-1,Badbury,Wilts,Wiltshire,Kingsbridg,Kingsbridge,"51 34 1 38W","51.56 -1.63","POINT(-1.63 51.56)"
IV1680-019-30,①,settlement-gentlemen-1,Badby,Northampton,Northamptonshire,Fausley,Fawsley,"52 18 1 05W","52.3 -1.08","POINT(-1.08 52.3)"
IV1680-019-31,①,settlement-gentlemen-1,Baddeley,Chester,Cheshire,Namptwich,Nantwich,"53 07 2 32W","53.11 -2.53","POINT(-2.53 53.11)"
IV1680-019-32,✋,seat-baronet,"Baddeley Hall",Chester,Cheshire,Namptwich,Nantwich,"53 07 2 32W","53.11 -2.53","POINT(-2.53 53.11)"
IV1680-019-33,①,settlement-gentlemen-1,Baddesley,Southampton,Hampshire,Mansbridg,Mainsbridge,"51 02 1 24W","51.03 -1.4","POINT(-1.4 51.03)"
IV1680-019-34,⸸°,settlement-knight,"Baddesley South",Southampton,Hampshire,New-Forest,"New Forest","50 49 1 32W","50.81 -1.53","POINT(-1.53 50.81)"
IV1680-019-35,✋°,settlement-baronet,Baddesworth,"York W.R.","Yorkshire West Riding",Osgodcroß,Osgoldcross,"53 41 1 06W","53.68 -1.1","POINT(-1.1 53.68)"
IV1680-019-36,③⛨,settlement-gentlemen-3+,Baddingham,Suffolk,Suffolk,Hoxone,Hoxne,"52 25 1 26W","52.41 -1.43","POINT(-1.43 52.41)"
IV1680-019-37,,,Baddington,Chester,Cheshire,Namptwich,Nantwich,"53 07 2 18W","53.11 -2.3","POINT(-2.3 53.11)"
IV1680-019-38,,,Baddleston,Somerset,Somerset,Milverton,Milverton,"51 02 3 25W","51.03 -3.41","POINT(-3.41 51.03)"
IV1680-019-39,✋°③⛨⸸,settlement-baronet|settlement-gentlemen-3+|seat-knight,"Baddow Magna",Essex,Essex,Chelmsford,Chelmsford,"51 46 0 32E","51.76 0.53","POINT(0.53 51.76)"
IV1680-019-40,⸸°,settlement-knight,"Baddow Parva",Essex,Essex,Chelmsford,Chelmsford,"51 47 0 34E","51.78 0.56","POINT(0.56 51.78)"
IV1680-019-41,⛪,parish,"Baddow Parva",Essex,Essex,Chelmsford,Chelmsford,"51 47 0 34E","51.78 0.56","POINT(0.56 51.78)"
IV1680-019-42,⛪,parish,Badgenden,Glocester,Gloucestershire,Crothorn,Crowthorne,"51 46 1 54W","51.76 -1.9","POINT(-1.9 51.76)"
IV1680-019-43,①,settlement-gentlemen-1,Badger,Salop,Shropshire,Wenlock,Wenlock,"52 37 2 18W","52.61 -2.3","POINT(-2.3 52.61)"
IV1680-019-44,①,settlement-gentlemen-1,"Badgesley Clinton",Warwick,Warwickshire,Hemlingford,Hemlingford,"52 24 1 35W","52.4 -1.58","POINT(-1.58 52.4)"
IV1680-019-45,①,settlement-gentlemen-1,"Badgesley Evescot",Warwick,Warwickshire,Hemlingford,Hemlingford,"52 38 1 34W","52.63 -1.56","POINT(-1.56 52.63)"
IV1680-019-46,①,settlement-gentlemen-1,Badgworth,Glocester,Gloucestershire,Dudston,Dudstone,"51 52 2 01W","51.86 -2.01","POINT(-2.01 51.86)"
IV1680-019-47,⛪,parish,Badgworth,Somerset,Somerset,Winterstoke,Winterstoke,"51 18 2 57W","51.3 -2.95","POINT(-2.95 51.3)"
IV1680-019-48,,,Badhampton,Wilts,Wiltshire,Branch,Branch,"51 12 1 58W","51.2 -1.96","POINT(-1.96 51.2)"
IV1680-019-49,,,Badhampton,Wilts,Wiltshire,Haresbury,Amesbury,"51 26 1 50W","51.43 -1.83","POINT(-1.83 51.43)"
IV1680-019-50,①,settlement-gentlemen-1,Badington,Glocester,Gloucestershire,Crothorn,Crowthorne,"51 45 1 53W","51.75 -1.88","POINT(-1.88 51.75)"
IV1680-019-51,①,settlement-gentlemen-1,Badland,Radnor,Radnorshire,Radnor,Radnor,"52 16 3 07W","52.26 -3.11","POINT(-3.11 52.26)"
IV1680-019-52,⛪,parish,Badlesmere,Kent,Kent,"Scray Lath","Scray Lath","51 15 0 50E","51.25 0.83","POINT(0.83 51.25)"
IV1680-019-53,✋°,settlement-baronet,Badley,Suffolk,Suffolk,Bosmere,Bosmere,"52 14 1 01E","52.23 1.01","POINT(1.01 52.23)"
IV1680-019-54,①,settlement-gentlemen-1,Badlingham,Cambridg,Cambridgeshire,Stapleho,Staploe,"52 19 0 26E","52.31 0.43","POINT(0.43 52.31)"
IV1680-019-55,[E],seat-earl,Badminton,Glocester,Gloucestershire,Grombaldash,"Grumbalds Ash","51 35 2 18W","51.58 -2.3","POINT(-2.3 51.58)"
IV1680-019-56,①,settlement-gentlemen-1,"Badminton Magna",Glocester,Gloucestershire,Grombaldash,"Grumbalds Ash","51 35 2 18W","51.58 -2.3","POINT(-2.3 51.58)"
IV1680-019-57,,,"Badminton Parva",Glocester,Gloucestershire,Grombaldash,"Grumbalds Ash","51 37 2 18W","51.61 -2.3","POINT(-2.3 51.61)"
IV1680-019-58,ʘ,seat-gentleman,Badsell,Kent,Kent,"Aylesford L.","Aylesford Lath","51 12 0 21E","51.2 0.35","POINT(0.35 51.2)"
IV1680-019-59,①,settlement-gentlemen-1,Badsey,Worcester,Worcestershire,Blackenhurst,Blackenhurst,"52 04 1 45W","52.06 -1.75","POINT(-1.75 52.06)"
IV1680-019-60,②,settlement-gentlemen-2,Badsey,"York W.R.","Yorkshire West Riding",Skirack,Skyrack,"53 56 1 14W","53.93 -1.23","POINT(-1.23 53.93)"
IV1680-020-01,②,settlement-gentlemen-2,Badshot,Surry,Surrey,Farnham,Farnham,"51 16 0 40W","51.26 -0.66","POINT(-0.66 51.26)"
IV1680-020-02,①,settlement-gentlemen-1,"Badwell Ash",Suffolk,Suffolk,Blackborn,Blackbourn,"52 20 0 59E","52.33 0.98","POINT(0.98 52.33)"
IV1680-020-03,⛪,parish,Bagbere,Dorset,Dorset,Cranborn,Cranborne,"50 57 2 18W","50.95 -2.3","POINT(-2.3 50.95)"
IV1680-020-04,,,Bagborough,Dorset,Dorset,Brownsell,Brownshall,"51 00 2 20W","51 -2.33","POINT(-2.33 51)"
IV1680-020-05,,,"Bagborough East",Somerset,Somerset,"North Curry","North Curry","51 08 3 15W","51.13 -3.25","POINT(-3.25 51.13)"
IV1680-020-06,①,settlement-gentlemen-1,"Bagborough West",Somerset,Somerset,Taunton,Taunton,"51 08 3 16W","51.13 -3.26","POINT(-3.26 51.13)"
IV1680-020-07,,,Bagby,"York N.R.","Yorkshire North Riding",Burdforth,Strafforth,"54 14 1 01W","54.23 -1.01","POINT(-1.01 54.23)"
IV1680-020-08,①,settlement-gentlemen-1,Bagenderby,Lincoln,Lincolnshire,Hill,Hill,"53 17 0 06E","53.28 0.1","POINT(0.1 53.28)"
IV1680-020-09,①,settlement-gentlemen-1,Baggeley,Salop,Shropshire,Pimhill,Pimhill,"52 55 2 52W","52.91 -2.86","POINT(-2.86 52.91)"
IV1680-020-10,✋°①,settlement-baronet|settlement-gentlemen-1,Baggington,Warwick,Warwickshire,Knightlow,Knightlow,"52 28 1 21W","52.46 -1.35","POINT(-1.35 52.46)"
IV1680-020-11,,,Baggots-Hope,Salop,Shropshire,Overs,Overs,"52 23 2 34W","52.38 -2.56","POINT(-2.56 52.38)"
IV1680-020-12,ʘ,seat-gentleman,Baghill,Flint,Flintshire,Coleshill,Coleshill,"53 18 3 04W","53.3 -3.06","POINT(-3.06 53.3)"
IV1680-020-13,①,settlement-gentlemen-1,Baghurst,Southampton,Hampshire,Evinger,Evingar,"51 22 1 07W","51.36 -1.11","POINT(-1.11 51.36)"
IV1680-020-14,①,settlement-gentlemen-1,Bagland,Glamorgan,Glamorganshire,Neath,Neath,"51 43 3 47W","51.71 -3.78","POINT(-3.78 51.71)"
IV1680-020-15,①,settlement-gentlemen-1,"Bagnall Chappel",Stafford,Staffordshire,Totmonslow,Totmonslow,"53 07 1 59W","53.11 -1.98","POINT(-1.98 53.11)"
IV1680-020-16,①,settlement-gentlemen-1,Bagpath,Glocester,Gloucestershire,Berkley,Berkeley,"51 42 2 17W","51.7 -2.28","POINT(-2.28 51.7)"
IV1680-020-17,ʘ,seat-gentleman,Bagrave,Leicester,Leicestershire,Gartrey,Gartree,"52 44 0 51W","52.73 -0.85","POINT(-0.85 52.73)"
